,,,,,,L0d2a, 198  597  4225  5153  8392  12172  12234  12810  14221  16390,,,,,,,,,,,,,,,,,"EU092835, EU092700",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L0d2a1, 8545,,,,,,,,,,,,,,,,"AY195777, EU092840",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L0d2b, 794  1386  3918  5054  9932  10084  11101  13768  14326  14605  15194  15511  16069  16169,,,,,,,,,,,,,,,,,EU092841,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L0d2c, 294A  4038  4204  4937  6249  6644  8284  8420  9230  9305  11974  13827  14007  15346,,,,,,,,,,,,,,,,,,"EU092845, EU092708",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,L0d3, 150  316  524.1AC  721  1243  2755  5460  5773  6377  8459  8589  9027  9488  11061  13359  15236  15312  16290  16300,,,,,,,,,,,,,,,,,,,,"EU092843, EU092923",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,L1-6, 182  1048  4312  6185  11914  12007,,,,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,L1, 3666  7055  7389  13789  14178  14560,,,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,L1b, 185T  357  709  710  1438  1738  2352  3308  3693  5036  5046  5655  6548  6827  6989  7867  8248  12519  13880A  14203  14769  15115  16126  16129  16264  16270  16293,,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,L1b1, 2768,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L1b1a, 5393,,,,,,,,,,,,,,,,,,"EU092667, EU092895","Behar 2008b, Malyarchuk 2008b"
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L1b1a1, 264  3396,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L1b1a2, 7954,,,,,,,,,,,,,,,,,EU092672,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L1b1a2a, 16289,,,,,,,,,,,,,,,,"EU092942, EU092954",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L1b1a3, 189  13980,,,,,,,,,,,,,,,,,"EU092713, AF346986",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L1b1a4, 8790  13194  16114A,,,,,,,,,,,,,,,,,"AY195783, EU092715",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L1b1a5, 1406  14812,,,,,,,,,,,,,,,,,"AF381994, EU092930",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L1b1b, 9755  14110,,,,,,,,,,,,,,,,,,"DQ112741, DQ112759",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,L1b2, 4123  7444  8329G  8937  11452  14180  14759G  15301,,,,,,,,,,,,,,,,,,,DQ112737,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,L1c, 151  186A  189C  316  2395d  5951  6071  8027  9072  10586  12810  13485  14000A  14911  16294  16360,,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,L1c1'2'4'6, 297  10321,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L1c1, 3796T  3843  11899  14148  16293,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L1c1a, 4454A  8087  14088,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L1c1a1, 10398  14034  16223,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L1c1a1a, 44.1C  11257  16214  16234  16249,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L1c1a1a1, 182  467  2308  5984  11167  12930T  16274,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,L1c1a1a1a, 204  6182  8928  9311  15663  16293,,,,,,,,,,,,,"AF346968, AF346997",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,L1c1a1a1b, 16051  16258,,,,,,,,,,,,,"EU273497, EU273480",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,L1c1a1a1b1, 5300,,,,,,,,,,,,"AY195789, EU273485",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L1c1a1a2, 204  4491  10667  13194  16129,,,,,,,,,,,,,,"EU273484, EU273500",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L1c1a1b, 195  2141  5277  8769  9580  12164  13174  14040  15777  16129  16184  16360,,,,,,,,,,,,,,,EU273491,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L1c1a2, 93  95C  151  236  2755  2863  3513  3927  4506  7202  9647  12768  16274,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L1c1a2a, 4634  9336  12477,,,,,,,,,,,,,,,DQ112925,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L1c1a2a1, 7692,,,,,,,,,,,,,,"EU273479, EU273496",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L1c1a2b, 152  7660  7693  9272,,,,,,,,,,,,,,,"AF346996, DQ112907",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,, 198  16086,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L1c1b, 1291  4688  4824  5553  8619  9861  10084  12681  14393  15025  16241  16291  16293,,,,,,,,,,,,,,,,"EU273499, DQ112695",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L1c1c'd, 11914,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,, 198  247d  534  3705  4991  5054  5984  6267  8387  8389  9233  9497  11335  11899,,,,,,,,,,,,,,,,
,,,,,,,,L1c1c, 12026  12545  12879  12961  13134  14911  16169  16172  16183C  16187  16234  16261  16294,,,,,,,,,,,,,,,EU092717,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L1c1d, 5108  5460  7948  15301  15626  16038,,,,,,,,,,,,,,,"AF346987, EU273486",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L1c2'4, 12049  13149,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L1c2, 198  6150  6253  7076  7337  8784  8877  10792  10793  11654  16265C  16286G  16527,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L1c2a, 1420  2156.1A  15016  15784,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L1c2a1, 5899.1C  16145  16213,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L1c2a1a, 7744,,,,,,,,,,,,,,"EU092850, EU092875",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L1c2a1b, 3777  5237,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L1c2a2, 524.1AC  709  3438  7070  7160  7301  8701  9018  13437  16288  16357  16360,,,,,,,,,,,,,,,"EU273501, EU092866",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L1c2b, 11164,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L1c2b1, 524.1AC  10031,,,,,,,,,,,,,,,EU092712,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L1c2b1a, 513  2220,,,,,,,,,,,,,,"EU092851, DQ341059","Behar 2008b, Torroni 2006"
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L1c4, 151  280  524.1AC  5196  5899.1C  6629  7673  7960  9266  9545  13741  13879  16037  16093  16140  16184  16301  16390,,,,,,,,,,,,,,,,,"EU273502, DQ112914",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L1c6, 198  455  514  593  930  2251  2315  4562  5074  5231  5460  5465  8829  9611  13659  13933  14470  14798  15700  16234  16256  16274  16527,,,,,,,,,,,,,,,,,,EU273489,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,L1c3, 195  6221A  6917  7055  11302  15226  15905  15978,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L1c3a, 6260  7498  7789  9966  12019  12501  16187  16215,,,,,,,,,,,,,,,,,,"AF381992, EU092868",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L1c3a1, 3105,,,,,,,,,,,,,,,,,"EU092958, EU092718",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, 16293,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L1c3b, 8251  13981  14794,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L1c3b1, 629  2283  3210  3434  4755  8417  12400  12542  16017  16163,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L1c3b1a, 11317  13708  16209,,,,,,,,,,,,,,,"EU273488, EU092811",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L1c3b1b, 1686  2083,,,,,,,,,,,,,,,EU092689,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L1c3b2, 524.1AC  2000  3096  6297  6353  7805  7844  9758  14128  14831  15244  15924  16086  16185,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L1c3c, 93  195  248  458  745.1T  2283  3027  3525  3600  4853  11852  11984  12507  14669,,,,,,,,,,,,,,,,,EU273493,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,L2-6,, 152  2758  2885  7146  8468  16519,,,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,L5, 459.1C  3423  7972  12432  12950  16148  16166,,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,L5a, 152  455.1T  709  851  1822  5111  5147  5656  6182  6297  7424  8155  8188  8582  9305  9329  11025  11881  12236  13722  14212  14239  14581  14905  14971  15217  15884  16355  16362,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L5a1, 455.1T  930  4496  8754,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L5a1a, 5004  9899,,,,,,,,,,,,,,,,,"EU092781, DQ341060","Behar 2008b, Torroni 2006"
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L5a1b, 14668  14819  16183C,,,,,,,,,,,,,,,,,"EU092890, EU092945",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L5a1c, 513  4137  12303  13752A,,,,,,,,,,,,,,,,,"DQ112921, DQ112922",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L5a2, 444  527  5582  5892  8392  8588  8856  11318  12022  12654  16183d  16192T,,,,,,,,,,,,,,,,,,EU092699,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,L5c, 247d  524.1AC  535  2417G  3027  3720  4976  5213  9809C  10493  11701  12188  12546T  12714  12810  13105  13569  13830  16111  16254  16360,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L5c1, 524.1AC  8152  11065  11260  12215,,,,,,,,,,,,,,,,,,"EU092936, DQ341061","Behar 2008b, Torroni 2006"
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L5c2, 182  455.1T  2911  3801  4117  14581  16311  16355  16519,,,,,,,,,,,,,,,,,,EU092774,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,L2'3'4'6,, 195  247  523-524d  825T  8655  10688  10810  13105  13506  15301  16129  16187  16189,,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,L2, 146  150  152  2416  8206  9221  10115  13590  16311  16390,,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L2a-d, 195  11944,,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,L2a, 150  2789  7175  7274  7771  11914  13803  14566  16294,,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L2a1, 182  12693  15784  16309,,,,,,,,,,,,,,,,EU092761,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L2a1a, 3918  5285  15244  15629  16519,,,,,,,,,,,,,,,EU092918,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L2a1a1, 523-524d  6152  15391  16368,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L2a1a2, 10454  15211  15421,,,,,,,,,,,,,,EU092829,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,L2a1a2a, 16092,,,,,,,,,,,,,"EU092778, EU092874",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L2a1a3, 143  16093,,,,,,,,,,,,,,"EU092907, EU092711",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L2a1a4, 16286,,,,,,,,,,,,,,"EU092691, EU092935",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L2a1b, 10143  15735  16182C  16183C  16189  16290,,,,,,,,,,,,,,,DQ112900,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L2a1b1, 5090,,,,,,,,,,,,,,"EU092690, EU092705",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L2a1f, 5581  16189  16519,,,,,,,,,,,,,,,EU092783,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L2a1f1, 731,,,,,,,,,,,,,,EU092963,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,, 143,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L2a1c, 3010  6663,,,,,,,,,,,,,,"EU092683, EU092939",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,L2a1c1, 198  930  3308  8604  16086,,,,,,,,,,,,,EU092956,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,L2a1c2, 513  10903  15924  16193  16213  16239  16519,,,,,,,,,,,,,"DQ112700, DQ112730",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,L2a1c3, 9932,,,,,,,,,,,,,"EU092663, EU092720",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L2a1d, 523-524d  5196  9530  11386  12007  12612  13395  13934  16209  16301  16309  16354,,,,,,,,,,,,,,"EU092941, EU092765",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L2a1e, 3495A  8790  12630,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,L2a1e1, 143  8541  14599  16519,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,L2a1h, 3505  4772  12976  16309,,,,,,,,,,,,,,"EU092676, EU092916",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, 16189,,,,,,,,,,,,,,"EU092671, EU092948",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,L2a1i, 15229  16309  16362,,,,,,,,,,,,,"EU092719, AF346976",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,L2a1j, 8764  14464,,,,,,,,,,,,,"EU092756, EU092816",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,L2a1k, 6722  12903  16218,,,,,,,,,,,,,,"Malyarchuk 2008b (""L2a1a"")"
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, 16192,,,,,,,,,,,,,"EU092924, EU092823",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,L2a1l, 534,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,L2a1l1, 12408,,,,,,,,,,,"DQ112701, EU092812",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,L2a1l2, 5366A,,,,,,,,,,,"EU092687, EU092721",Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L2a2, 146  709  6752  9932  15939  16189  16229  16291  16311  16519,,,,,,,,,,,,,,,,,Behar 2008b
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L2a2a, 9083  9438  15803,,,,,,,,,,,,,,,"EU092898, DQ112778",Behar 2008b
